questions,classes
What is the speed of the Mississippi River ? ~ What is # is the speed of,NUM
Who said of Super Bowl III in 1969 : `` We 'll win- I guarantee it '' ? ~ Who guarantee # 'll We # guarantee I # guarantee it III,HUM
What is Dudley Do-Right 's horse 's name ? ~ What is # is horse name,ENTY
Who declared : `` I am down on whores and I shan 't stop ripping them '' ? ~ Who declared # am I # shan I # stop t # ripping them,HUM
Where does chocolate come from ? ~ You # come chocolate,LOC
What TV game show once saw a contestant admit to picking his toes in the shower ? ~ You # saw What game show # admit a contestant # saw contestant admit to # picking his toes,ENTY
What Soviet leader owned a Rolls-Royce ? ~ You # owned What # owned Soviet leader # owned a Rolls - Royce,HUM
Where can I find a case on Individuals with Disabilities Education Act of 1991 ? ~ Where find # find I # find a case,LOC
What war did Florence Nightingale tend the troops in ? ~ You # tend What war # tend Florence Nightingale # tend the troops,ENTY
"Who wrote the song , `` Stardust '' ? ~ Who wrote # wrote the song , ` ` Stardust ''",HUM
How many Beatles ' records went #1 ? ~ How many # went Beatles records,NUM
Who is the only prime minister of Canada to serve 22 years but not necessarily consecutively ? ~ Who is # is the only prime minister of serve but # serve 22 years,HUM
What is the abbreviation of the company name ` General Motors ' ? ~ What is # is the abbreviation of,ABBR
What mountains lie between the Arkansas and Missouri rivers ? ~ You # lie What mountains,LOC
Who received the Will Rogers Award in 1989 ? ~ Who received # received the Will Rogers Award,HUM
What is the function of RAM ? ~ What is # is the function of,DESC
What 's the closest G2 Spectrum Yellow Dwarf to Earth ? ~ What 's # 's the closest G2 Spectrum Yellow Dwarf to,LOC
How many equal angles are there in an isosceles triangle ? ~ How many # are many equal angles,NUM
What is the fear of cockroaches called ? ~ What is # is the fear of,ENTY
What CBS soap opera was interrupted by the bulletin of John F. Kennedy 's assassination ? ~ You # interrupted What,ENTY
What is the use of a 24-hour clock instead of a 12-hour clock ? ~ What is # is the use of of # is a hour clock,DESC
What was the name of the lawyer who represented Randy Craft ? ~ What was # was the name of # represented who # represented Randy Craft,HUM
What United States President had dreamed that he was assassinated ? ~ You # dreamed What # dreamed States President,HUM
What film did Lee Marvin win the 1965 best actor Oscar for ? ~ You # win What film # win Lee Marvin # win the 1965 best actor Oscar,ENTY
Where is Basque country located ? ~ Where is # located Basque country,LOC
What product does `` Mrs. Olsen '' promote ? ~ You # Olsen What product # promote product does ` ` Mrs. Olsen,ENTY
What time of day did Emperor Hirohito die ? ~ You # did What time of # die Emperor Hirohito,NUM
What is dry ice ? ~ You # is What # is dry ice,DESC
What 's the most powerful card in Euchre ? ~ What 's # 's the powerful card in,ENTY
What does `` intractable plantar keratoma '' mean ? ~ You # mean What keratoma,DESC
How many years did it take James Joyce to write Ulysses ? ~ How many # take it # take James Joyce # write Ulysses,NUM
What crop failure caused the Irish Famine ? ~ You # caused What crop failure # caused the Irish Famine,ENTY
What South Korean city is served by Kimpo International Airport ? ~ You # served What,LOC
How many types of dogs ' tails are there - three ~ How many # are many types of,NUM
What is the longest-running television series ? ~ What is # is the running television series,ENTY
What predators exist on Antarctica ? ~ You # exist What # exist predators,ENTY
What is the difference between a generator and an alternator ? ~ What is # is the difference between,DESC
How is energy created ? ~ How created,DESC
What beer advertised that it had `` three rings '' ? ~ You # advertised What beer # had it # had ` three rings,ENTY
What is the quantity of American soldiers still unaccounted for from the Vietnam war ? ~ What is # unaccounted the quantity of,NUM
What golfing accessory was patented by George Grant on December 12 ~ You,ENTY
What are the different types of plastic ? ~ What are # are the different types of,ENTY
How is it correct to say ` qigong ' ? ~ How is # is it,DESC
What was the highest mountain on earth before Mount Everest was discovered ? ~ What was # was the highest mountain on,LOC
"Where was the Ligurian Republic , 1797-185 , ? ~ Where was # was the Ligurian Republic , 1797 ,",LOC
What country 's people are the top television watchers ? ~ You # are country people,LOC
When was the women 's suffrage amendment ratified ? ~ When was # ratified women suffrage amendment,NUM
What Polynesian people inhabit New Zealand ? ~ You # inhabit What # inhabit Polynesian people # inhabit New Zealand,HUM
What movie tour of the Roman empire features the admonition : `` Row well and live '' ? ~ You # features What movie tour of # features the admonition # features Row well '',ENTY
What Nevada center has been dubbed The Biggest Little City in the World ? ~ You # dubbed What # dubbed The Biggest Little City in,LOC
"What President lived at 219 North Delaware Street , Independence , Missouri ? ~ You # lived What # lived President",HUM
Give a reason for American Indians oftentimes dropping out of school . ~ You # Give a reason oftentimes,DESC
Where must a soccer goalie stand to be permitted to handle the ball ? ~ Where stand # stand a soccer goalie # handle the ball,LOC
What is the difference between classical conditioning and operant conditioning ? ~ What is # is the difference between,DESC
In what U.S. state was the first woman governor elected ? ~ You # was U.S. state,LOC
What are some interesting facts and information about dogsledding ? ~ What are # are some interesting facts and information about,DESC
What year did Hitler die ? ~ You # die Hitler,NUM
What famous model was married to Billy Joel ? ~ You # was What famous model,HUM
What kind of animal is Babar ? ~ You,ENTY
What is Jane Goodall known for ? ~ What is # known Jane Goodall,DESC
What killed Bob Marley ? ~ You # killed What # killed Bob Marley,ENTY
How much money are Dumbo 's ears insured for ? ~ How much # are much money # insured Dumbo ears,NUM
Who danced into stardom with Fred Astaire in 1941 's You 'll Never Get Rich ? ~ Who danced # Get You,HUM
Who is Stein Eriksen ? ~ Who is # is Stein Eriksen,HUM
What does the name Billie mean ? ~ You # mean What # mean the name Billie,DESC
Who is the fastest swimmer in the world ? ~ Who is # is the fastest swimmer in,HUM
What is the highest peak in Africa ? ~ What is # is the highest peak in,LOC
Where is Procter & Gamble headquartered in the U.S. ? ~ Where is # headquartered Procter & Gamble,LOC
What desert has been called The Garden of Allah ? ~ You # called The Garden of,LOC
What do bicornate animals have two of ? ~ You # have What # have bicornate animals # have two of,ENTY
What function does a community 's water tower serve ? ~ You # serve What function # serve community water tower,DESC
What is a fear of weakness ? ~ What is # is a fear of,ENTY
How many miles is it to Ohio from North Carolina ? ~ How many # is it,NUM
How much snow equals an inch of rain ? ~ How much # equals much snow # equals an inch of,NUM
What does G.M.T. stand for ? ~ You # stand G.M.T.,ABBR
What does Inuit and Eskimo mean ? ~ You # mean What # mean Inuit and Eskimo,DESC
What song served as the closing theme of The Johnny Cash Show ? ~ You # served What song,ENTY
What field sport did dentist William Beers promote and write a standard book of rules for ? ~ You # dentist What field sport # dentist William Beers # dentist promote and write # write a standard book of,ENTY
How do I tie dye clothes ? ~ How tie # tie I # tie dye clothes,DESC
When does the average teenager first have intercourse ? ~ When have # have the average teenager,NUM
Why doesn 't www.answers.com have any answers to my questions ? ~ Why have # have doesn ' t # have any answers to,DESC
What actor 's autobiography is titled All My Yesterdays ? ~ You # titled All My Yesterdays,HUM
What Russian master spy lived in the U.S. under the name Emil Goldfus ? ~ You # lived What master spy,HUM
Where 's the 19th hole on a golf course ? ~ Where 's # 's the 19th hole on,LOC
What 's nature 's purpose for tornadoes ? ~ What 's # 's nature purpose for,DESC
Who played the original Charlie 's Angels ? ~ Who played # played the original Charlie Angels,HUM
Where can I find a person 's address from a telephone number ? ~ Where find # find I # find person address,LOC
"What English word comes from the Old French covrefeu , meaning cover fire ? ~ You # comes English word # meaning cover fire",ENTY
What musical instrument did Prewitt play in James Jones 's From Here to Eternity ? ~ You # play What musical instrument # play Prewitt,ENTY
Where did Sarge Steel get his metal hand ? ~ Where get # get Sarge Steel # get his metal hand,LOC
What makes popcorn pop ? ~ You # makes What # pop popcorn,DESC
Who wrote The Night of the Iguana ? ~ Who wrote # wrote The Night of,HUM
Where does your hair grow the fastest ? ~ Where grow # grow your hair,ENTY
What country did King Gustav V reign over from 197 to 195 ? ~ You # did What country # did V reign,LOC
Who painted Mother and Child ? ~ Who painted # painted Mother and Child,HUM
What is the speed of the Mississippi River ? ~ What is # is the speed of,NUM
In what area of the world was the Six Day War fought ? ~ You # was what area of # fought the Day War,LOC
What is the brightest star visible from Earth ? ~ What is # is the brightest star visible,LOC
What film marked Robert Redford 's directorial debut ? ~ You # marked What film # marked Redford directorial debut,ENTY
What was Mao 's second name ? ~ What was # was Mao second name,HUM
What film or films has Jude Law appeared in ? ~ You # has What film or films # appeared Jude Law,ENTY
Where do hyenas live ? ~ Where live # live hyenas,LOC
Who is the `` Queen Mother '' ? ~ Who is # is the ` ` Queen Mother '',HUM
What 's the most commonly-spoken language in Belgium ? ~ What 's # 's the spoken language in,ENTY
Who has more DNA - a man or a woman ? ~ Who has # has more DNA - man,HUM
What are Maid-Rites ? ~ What are,DESC
"What children 's tale contains the line : `` Come , Cinderslut , and hold this skein of wool for me '' ? ~ You # contains What children tale # contains the line # hold this skein of # hold for me",ENTY
What level of government or governmental agency is responsible for dealing with racism ? ~ You # is What level of,HUM
How many referees work a soccer game ? ~ How many # work many referees # work a soccer game,NUM
What cocktail do you concoct with whisky and sweet vermouth ? ~ You # concoct What cocktail # concoct you,ENTY
