questions,classes
When is GPE ?,NUM
What makes a tornado turn ?,DESC
How many shots can a stock PERSON hold ?,NUM
What CARDINAL colors are you blind to if you suffer from GPE ?,ENTY
Why do n't you guys have some sort of contest where you ask a question and whoever finds the answers wins a prize ?,DESC
Who is PERSON ?,HUM
What was the name of the movie that starred PERSON and Arnold Schwarzenegger ?,ENTY
What is artificial intelligence ?,DESC
What do flatfish eat ?,ENTY
Who was the first Holy Roman Emperor ?,HUM
What can I use to remove the stubborn gummed labels from some diskettes ?,ENTY
What day of the week sees the most fatal car accidents ?,NUM
"What is the origin of the word , magic ?",DESC
What sport do you shag flies in ?,ENTY
What is white chocolate ?,DESC
Where is GPE ?,LOC
Name the organization that is presided by a ORG .,HUM
"Who graced the airwaves with such pearls as `` Do PERSON me ? Get naked , baby ! '' ?",HUM
What kind of wine is PERSON ?,ENTY
Who portrayed portly criminologist PERSON on Checkmate ?,HUM
How do you say I love you in LANGUAGE ?,ENTY
What does the name PERSON mean ?,DESC
What is the most advanced handheld calculator in the world ?,ENTY
How fast is light ?,NUM
What is the belt of low pressure around the equator called ?,ENTY
What are shooting stars ?,DESC
Whom did ORG beat in the DATE championship ?,HUM
When was the ORDINAL NORP encyclopedia published ?,NUM
What 's the tallest building in GPE ?,LOC
How is EVENT date determined ?,DESC
What is the Motto for GPE ?,DESC
Who is PERSON ?,HUM
Where can I find information on the NORP and other tribes in GPE ?,LOC
Name a tiger that is extinct .,ENTY
How many quarters equal a pound ?,NUM
What kind of books does GPE 's publish ?,ENTY
"What are the ORDINAL names of GPE and PERSON , the stars of TV 's Laugh-In ?",HUM
What chapter of the WORK_OF_ART has the most verses ?,NUM
Who is the worst GPE President ever ?,HUM
What NORP leader was known as ORG ?,HUM
What is the abbreviated expression for ORG ?,ABBR
How fast does the fastest car go ?,NUM
What is the highest mountain in the world ?,LOC
What arch can you see from the Place de la PERSON ?,LOC
Who sings the song `` Drink to me with thine eyes '' by PERSON ?,HUM
How long should a person wash their hands before they are clean ?,NUM
Which way do you turn your Bic to increase the flame - clockwise or counterclockwise ?,LOC
Which is the wealthiest country in the world ?,LOC
How can I find a phone number of someone if I only know their email address ?,DESC
How can you contact play producers and promoters on-line ?,DESC
Who is the monarch of GPE ?,HUM
What is a fear of passing high objects ?,ENTY
What do players try to do when the music stops in a game of musical chairs ?,DESC
What are the top CARDINAL most common girl names in the GPE ?,HUM
Why is black the color of mourning in the LOC ?,DESC
What is the rarest coin ?,ENTY
What PERSON novel was made into a film starring Diane Keaton ?,ENTY
Which country is GPE 's largest export market ?,LOC
Where is the GPE Horse Park located ?,LOC
What is a fear of parasites ?,ENTY
In what EVENT did ORG become popular ?,ENTY
Who does data collection in tourism ?,HUM
What was the name of the daughter of the GPE chief Powhatan that married PERSON ?,HUM
What is the leading pecan and peanut growing state ?,LOC
What does a nihilist believe in ?,DESC
What did PERSON say upon hearing he would receive WORK_OF_ART ?,DESC
"In what sport are these following numbers relevant : CARDINAL , 126 , 134 , 142 , DATE , DATE8 , 167 , 177 , and 19 ?",ENTY
Who were the CARDINAL famous founders of ORG ?,HUM
What CARDINAL statues did GPE give to other countries ?,ENTY
What are amphibians ?,DESC
How many sperm cells are in an average ejaculation ?,NUM
Name the disposable razor that `` costs MONEY . '',ENTY
How far do you have to run if you hit a home run ?,NUM
Who was the only GPE President to wear a NORP uniform ?,HUM
PERSON served as president of what university ?,HUM
Where are the tropical rain forest distributions ?,LOC
What 's the nickname of oddsmaker PERSON ?,HUM
What is the fear of being loved ?,ENTY
What was the number of people that PERSON was convicted of killing ?,NUM
What was PERSON title regarding GPE ?,HUM
How is a hydrogen bomb different from a nuclear bomb ?,DESC
How far can a man travel in outer space ?,NUM
Where was ORG assassinated ?,LOC
What type of food makes you fat ?,ENTY
What is the name of the chronic neurological autoimmune disease which attacks the protein sheath that surrounds nerve cells causing a gradual loss of movement in the body ?,ENTY
What was the GPE highway death toll in DATE ?,NUM
"What kind of animals are Dorsets , Lincolns , NORP and PERSON ?",ENTY
What are the shortest and the longest songs ever produced ?,ENTY
What letter is to the right of K on a typewriter keyboard ?,ENTY
"What is the origin and the meaning of the name , `` Hajo ? ''",DESC
What is the plural of gulf ?,ENTY
Whose autobiography is titled Yes I Can ?,HUM
What year did GPE pass the PERSON law ?,NUM
What percentage of NORP own their homes ?,NUM
What 's DATE ?,NUM
What city was President PERSON shot in ?,LOC
What city has the world 's longest subway system ?,LOC
"Who claimed he killed CARDINAL , 280 buffalo as food for the crew building ORG ?",HUM
What is GPE duck ?,DESC
How many degrees cooler is the inside of a cucumber than the air outside ?,NUM
What double talking `` professor '' holds a doctorate in GPE ?,HUM
What are the CARDINAL most expensive cities in the world ?,LOC
What DATE writer had a country estate on the Hudson dubbed Sunnyside ?,HUM
How many layers of yellow paint is a ORG pencil lucky enough to be sprayed with ?,NUM
What is a virtual ORG address ?,DESC
What was the name of the cook on WORK_OF_ART ?,HUM
What county is GPE in ?,LOC
What is the wingspan of a condor ?,NUM
What facial feature typically contains about CARDINAL hairs ?,DESC
"Who was named Admiral of ORG and Governor General of all the islands he might discover , and also granted 10-?? of all profits of his voyage .",HUM
How can I transport files from CARDINAL computer to another ?,DESC
What 's the literary term for a play on words ?,ENTY
What color were their horses ?,ENTY
What does an average daycare provider get paid in LOC ?,NUM
What author landed a QUANTITY marlin without harness in DATE ?,HUM
How many NORP fought for the British in EVENT ?,NUM
What kind of education do I need to become a flight attendant ?,ENTY
What are the CARDINAL languages of GPE ?,ENTY
How many oceans are there and name them ?,NUM
What happened during EVENT ?,DESC
How many pairs of legs does a lobster have ?,NUM
What does the NORP ante mortem mean ?,DESC
What does the name PERSON mean ?,DESC
Where is the PERSON ?,LOC
"What lawyer won the largest divorce settlement , MONEY , in GPE history for Sheika PERSON ?",HUM
What do you call a group of NORP ?,ENTY
Who delivered his last newscast on DATE ?,HUM
How many times has `` WORK_OF_ART been recorded ?,NUM
How is ORG different from KnowPost.com ?,DESC
What is the longest place name in the GPE ?,LOC
What percent liked PERSON after she had been in power for DATE ?,NUM
"Where does PERSON want to build a permanent , manned space station ?",LOC
What was PERSON ORDINAL movie ?,ENTY
Why was the GPE office of ORG and PERSON closed ?,DESC
How do I start a bank ?,DESC
How do ORG work ?,DESC
What horse did PERSON ride ?,ENTY
How do you get a broken cork out of a bottle ?,DESC
Where can I find correct tabs for Third Eye Blind songs ?,LOC
How do you determine heating requirements for your home ?,DESC
What former major-league left-handed baseball pitcher was known as `` WORK_OF_ART ?,HUM
"Which hair care product told us `` hate that gray , wash it away '' ?",ENTY
Why did the chicken cross the road ?,DESC
What was PERSON 's last name ?,HUM
Who is PERSON ?,HUM
Who was the NORP nominee in the American presidential election ?,HUM
What was GPE 's ORDINAL constitution called ?,ENTY
What historical event happened in GPE in DATE ?,ENTY
What is being done about the millennium bug ?,DESC
What was the claim to fame of ORG ?,DESC
What is the most common kind of skin cancer in the GPE ?,ENTY
What is NORP ?,DESC
What NORP country has a bill of rights for cows ?,LOC
How many fingers are used to draw a bow ?,NUM
What are CARDINAL plants that clothes are made from ?,ENTY
When was EVENT ?,NUM
What is the most heavily caffeinated soft drink ?,ENTY
What President-to-be was the ORDINAL member of ORG to enlist following the attack on FAC ?,HUM
What was the price of ORG vacuum products division ?,NUM
When was `` EVENT ?,NUM
What language is mostly spoken in GPE ?,ENTY
What college produced the most winning EVENT quarterbacks ?,HUM
How do you solve `` ORG 's Cube '' ?,DESC
What is prepared mustard ?,DESC
What classical NORP writer warned : `` All that glitters is not gold '' ?,HUM
What does `` antidisestablishmentarianism '' mean ?,DESC
What actor married PERSON sister ?,HUM
What does a topophobic actor suffer from ?,ENTY
Who fired PERSON from her position in GPE council ?,HUM
"The NORP artist , PERSON , is how old ?",NUM
What type of hunting are retrievers used for ?,ENTY
What is PERSON best known for ?,DESC
Who was the ORDINAL black golfer to tee off in the ORG ?,HUM
What city is the setting for PERSON 's opera La Boheme ?,LOC
What GPE President showed a fondness for munching on bee pollen bars ?,HUM
What is measured in curies ?,DESC
Whose cover is that of an employee of ORG ?,HUM
What former president 's daughter has written a book titled WORK_OF_ART ?,HUM
What fictional character is known as the `` melancholy PERSON '' ?,HUM
GPE is the largest producer of what ?,ENTY
What longtime game show host dropped dead while jogging in LOC in DATE ?,HUM
"What is the meaning of ORG poem , `` WORK_OF_ART ? ''",DESC
Who were the `` filthiest people alive ? '',HUM
What infectious disease is the world 's deadliest ?,ENTY
What is PERSON ?,DESC
In DATE did GPE elect its ORDINAL woman president ?,NUM
What is an isthmus ?,DESC
What was the name of the orca that died of a fungal infection ?,ENTY
Where is ORG located ?,LOC
What is GPE 's state animal ?,ENTY
What 's the origin of the word ` news ' ?,DESC
What did PERSON and John Belushi quit DATE WORK_OF_ART to become ?,ENTY
How many months does a normal human pregnancy last ?,NUM
How do fuel injectors work ?,DESC
How can your school march in the ORG 's Thanksgiving Parade ?,DESC
What is the real name of PERSON Wolfman Jack '' ?,HUM
What NORP liner was hijacked in DATE ?,ENTY
What city houses the GPE headquarters of ORG ?,LOC
What soap was touted as being `` for people who like people '' ?,ENTY
How much was the minimum wage in DATE ?,NUM
What does ORG stand for ?,ABBR
Who invented silly putty ?,HUM
"What new middle school was built in GPE , Pennsylvania DATE ?",HUM
Who patented the ORDINAL phonograph ?,HUM
What are some tips for building a fire in a fireplace ?,ENTY
What do manatees eat ?,ENTY
How do you say CARDINAL in LANGUAGE ?,ENTY
What were popular songs and types of songs in DATE ?,ENTY
How many NORP were there in GPE ?,NUM
What is DATE 's birthstone ?,ENTY
What is a Certified Nurse Midwife ?,DESC
"On average , how many miles are there to the moon ?",NUM
Who created private detective PERSON ?,HUM
"What PERSON book sold CARDINAL , 0 copies to become the fiction best-seller of 19CARDINAL8 ?",ENTY
What is the origin of the expression `` tout de suite '' ?,DESC
What is the longest LANGUAGE word ?,ENTY
What is the purpose of a car bra ?,DESC
What is PERSON known for ?,DESC
Who is PERSON ?,HUM
What species is a colt ?,ENTY
What is the full name of the ORG ?,ABBR
What is the smallest country in LOC ?,LOC
Who coined the term NN cyberspace `` in his novel ORG ?,HUM
What age followed the Bronze Age ?,ENTY
What is her profession ?,HUM
What is the full name of the man who invented the multicolored game cube that has CARDINAL quintillion potential combinations ?,HUM
What does the word LASER mean ?,ABBR
What does the name `` PRODUCT '' mean ?,DESC
Who was PERSON ORDINAL husband ?,HUM
What is a rhomboideus minor ?,DESC
How many hands does PERSON use when hitting his forehand ?,NUM
How many people died on DATE ?,NUM
"What GPE Congressman said : `` WORK_OF_ART the faith , baby '' .",HUM
Who created the character of PERSON ?,HUM
What is the student population at ORG in GPE ?,NUM
Where is PERSON ?,LOC
When did the ORG ORDINAL reach ?,NUM
Why were people recruited for EVENT ?,DESC
What party was PERSON a member of ?,HUM
What ORG baseball team 's worst finish DATE was fourth ?,HUM
Where can I find the names of all the CARDINAL ORG ?,LOC
What state does PERSON live in ?,LOC
Which killer whale died at FAC of a fungal infection ?,ENTY
What are the GPE countries ?,LOC
Where 's ORG ?,LOC
What is a language spoken by the ORG ?,ENTY
Where is PERSON ?,LOC
Who was the author of `` PERSON Body '' ?,HUM
What NORP poet wrote : `` Good fences make good neighbors '' ?,HUM
What state in the GPE has the most blacks ?,LOC
Why are electric cars less efficient in the northeast than in GPE ?,DESC
What was the occupation of PERSON ?,HUM
What is the city in which PERSON lives called ?,LOC
Who painted the Sistine Chapel ?,HUM
Name the various costumed personas of Dr. PERSON .,HUM
What breed of dog was PRODUCT dog ?,ENTY
What are the living conditions in GPE ?,DESC
What color are school buses ?,ENTY
What is the oldest website on the Internet ?,LOC
What events happened DATE ?,ENTY
What explorers followed GPE to the LOC ?,HUM
Who is actress PERSON current actor boyfriend ?,HUM
